date,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%),stock_id
20260313,1,1-999,"42,300","1,216,470",0.94,8271
20260313,2,"1,000-5,000","10,386","17,921,885",13.98,8271
20260313,3,"5,001-10,000",864,"6,913,142",5.39,8271
20260313,4,"10,001-15,000",233,"2,964,944",2.31,8271
20260313,5,"15,001-20,000",139,"2,563,352",2.0,8271
20260313,6,"20,001-30,000",112,"2,841,598",2.21,8271
20260313,7,"30,001-40,000",52,"1,849,186",1.44,8271
20260313,8,"40,001-50,000",22,"990,657",0.77,8271
20260313,9,"50,001-100,000",71,"5,235,761",4.08,8271
20260313,10,"100,001-200,000",34,"4,682,136",3.65,8271
20260313,11,"200,001-400,000",26,"7,538,128",5.88,8271
20260313,12,"400,001-600,000",10,"5,038,814",3.93,8271
20260313,13,"600,001-800,000",5,"3,364,121",2.62,8271
20260313,14,"800,001-1,000,000",2,"1,791,000",1.39,8271
20260313,15,"1,000,001以上",16,"63,218,072",49.33,8271
20260313,16,合　計,"54,272","128,129,266",100.0,8271
20260306,1,1-999,"42,814","1,545,327",1.2,8271
20260306,2,"1,000-5,000","16,052","27,780,703",21.68,8271
20260306,3,"5,001-10,000","1,209","9,606,704",7.49,8271
20260306,4,"10,001-15,000",311,"3,959,288",3.09,8271
20260306,5,"15,001-20,000",193,"3,582,447",2.79,8271
20260306,6,"20,001-30,000",143,"3,630,310",2.83,8271
20260306,7,"30,001-40,000",62,"2,199,495",1.71,8271
20260306,8,"40,001-50,000",30,"1,351,488",1.05,8271
20260306,9,"50,001-100,000",75,"5,590,110",4.36,8271
20260306,10,"100,001-200,000",33,"4,633,879",3.61,8271
20260306,11,"200,001-400,000",27,"8,211,970",6.4,8271
20260306,12,"400,001-600,000",9,"4,629,155",3.61,8271
20260306,13,"600,001-800,000",1,"729,000",0.56,8271
20260306,14,"800,001-1,000,000",3,"2,649,773",2.06,8271
20260306,15,"1,000,001以上",11,"48,029,617",37.48,8271
20260306,16,合　計,"60,973","128,129,266",100.0,8271
20260226,1,1-999,"42,682","1,559,385",1.21,8271
20260226,2,"1,000-5,000","16,690","28,789,678",22.46,8271
20260226,3,"5,001-10,000","1,220","9,694,658",7.56,8271
20260226,4,"10,001-15,000",325,"4,145,632",3.23,8271
20260226,5,"15,001-20,000",190,"3,543,048",2.76,8271
20260226,6,"20,001-30,000",145,"3,677,326",2.87,8271
20260226,7,"30,001-40,000",66,"2,339,495",1.82,8271
20260226,8,"40,001-50,000",31,"1,449,079",1.13,8271
20260226,9,"50,001-100,000",67,"4,939,581",3.85,8271
20260226,10,"100,001-200,000",37,"5,003,089",3.9,8271
20260226,11,"200,001-400,000",24,"7,291,024",5.69,8271
20260226,12,"400,001-600,000",8,"3,878,020",3.02,8271
20260226,13,"600,001-800,000",3,"1,974,341",1.54,8271
20260226,14,"800,001-1,000,000",3,"2,805,773",2.18,8271
20260226,15,"1,000,001以上",11,"47,039,137",36.71,8271
20260226,16,合　計,"61,502","128,129,266",100.0,8271
20260213,1,1-999,"42,722","1,576,534",1.23,8271
20260213,2,"1,000-5,000","16,571","28,578,811",22.3,8271
20260213,3,"5,001-10,000","1,191","9,456,573",7.38,8271
20260213,4,"10,001-15,000",316,"4,026,910",3.14,8271
20260213,5,"15,001-20,000",196,"3,642,579",2.84,8271
20260213,6,"20,001-30,000",139,"3,564,310",2.78,8271
20260213,7,"30,001-40,000",59,"2,100,493",1.63,8271
20260213,8,"40,001-50,000",29,"1,337,081",1.04,8271
20260213,9,"50,001-100,000",65,"4,776,082",3.72,8271
20260213,10,"100,001-200,000",39,"5,486,089",4.28,8271
20260213,11,"200,001-400,000",25,"7,665,595",5.98,8271
20260213,12,"400,001-600,000",6,"3,007,814",2.34,8271
20260213,13,"600,001-800,000",3,"2,244,206",1.75,8271
20260213,14,"800,001-1,000,000",3,"2,703,341",2.1,8271
20260213,15,"1,000,001以上",12,"47,962,848",37.43,8271
20260213,16,合　計,"61,376","128,129,266",100.0,8271
20260206,1,1-999,"42,969","1,650,890",1.28,8271
20260206,2,"1,000-5,000","17,841","31,122,353",24.28,8271
20260206,3,"5,001-10,000","1,363","10,796,754",8.42,8271
20260206,4,"10,001-15,000",343,"4,384,855",3.42,8271
20260206,5,"15,001-20,000",208,"3,894,228",3.03,8271
20260206,6,"20,001-30,000",154,"3,931,563",3.06,8271
20260206,7,"30,001-40,000",68,"2,417,494",1.88,8271
20260206,8,"40,001-50,000",26,"1,195,081",0.93,8271
20260206,9,"50,001-100,000",74,"5,386,082",4.2,8271
20260206,10,"100,001-200,000",34,"4,887,089",3.81,8271
20260206,11,"200,001-400,000",26,"7,770,401",6.06,8271
20260206,12,"400,001-600,000",8,"4,030,806",3.14,8271
20260206,13,"600,001-800,000",3,"2,067,864",1.61,8271
20260206,14,"800,001-1,000,000",1,"906,000",0.7,8271
20260206,15,"1,000,001以上",10,"43,687,806",34.09,8271
20260206,16,合　計,"63,128","128,129,266",100.0,8271
20260130,1,1-999,"43,091","1,672,129",1.3,8271
20260130,2,"1,000-5,000","18,181","31,405,817",24.51,8271
20260130,3,"5,001-10,000","1,375","10,851,360",8.46,8271
20260130,4,"10,001-15,000",324,"4,152,002",3.24,8271
20260130,5,"15,001-20,000",207,"3,874,432",3.02,8271
20260130,6,"20,001-30,000",162,"4,168,573",3.25,8271
20260130,7,"30,001-40,000",52,"1,854,493",1.44,8271
20260130,8,"40,001-50,000",40,"1,849,428",1.44,8271
20260130,9,"50,001-100,000",69,"4,962,292",3.87,8271
20260130,10,"100,001-200,000",38,"5,454,204",4.25,8271
20260130,11,"200,001-400,000",21,"6,114,657",4.77,8271
20260130,12,"400,001-600,000",6,"2,860,248",2.23,8271
20260130,13,"600,001-800,000",6,"4,303,825",3.35,8271
20260130,14,"800,001-1,000,000",1,"906,000",0.7,8271
20260130,15,"1,000,001以上",10,"43,699,806",34.1,8271
20260130,16,合　計,"63,583","128,129,266",100.0,8271
20260123,1,1-999,"43,363","1,758,395",1.37,8271
